sentence_id,words,labels
719,panakan,O
2705,Raymondi,I-LOC
5226,Christian,I-PER
839,Inka,B-ORG
566,Erythrina,O
4676,Llosawan,I-PER
4631,Marcelinawan,B-PER
3170,Quspan,B-LOC
815,San,I-ORG
3312,distritu,I-LOC
5106,Luisa,B-PER
5338,Amadeus,I-PER
1719,Jarka,B-LOC
505,.,O
2400,",",O
5245,Ricardo,B-PER
1657,amachasqa,I-ORG
55,wawqinkunapas,O
2092,Inkisiwi,B-LOC
4612,Álvaro,B-PER
407,Las,I-PER
173,Shinzo,B-PER
3056,Pischa,B-LOC
2292,Valiente,I-PER
1609,Carl,B-PER
3365,Yawrisqi,B-LOC
18,Quijos,B-LOC
847,Carl,B-PER
1876,",",O
4586,Yachay,I-ORG
2134,),O
945,',O
0,(,O
5288,Tayta,B-PER
2205,chuntu,I-ORG
1612,marka,I-LOC
1149,suyup,I-ORG
1760,qiwlla,I-LOC
3188,distritu,I-LOC
5220,Domingo,I-PER
535,IV,I-PER
4312,Yunkuyu,B-LOC
1200,hatun,I-LOC
4480,Claudiowan,B-PER
4418,-,O
3368,distritu,I-LOC
1074,.,O
2413,1911-1969,O
472,kitilli,I-ORG
1831,',O
1610,.,O
1320,',O
4868,de,I-PER
3203,distritu,I-LOC
109,pruwinsya,I-LOC
838,Juneau,B-LOC
2294,-,O
352,mit'a,I-ORG
4996,Louis,I-PER
1937,Kunti,I-LOC
2934,Selva,I-LOC
3844,Ortiz,I-LOC
1929,'Vultur,O
4215,Asillu,B-LOC
339,",",O
3088,distritu,I-LOC
1724,.,O
1236,T'uru,B-ORG
4691,Ibáñez,I-PER
2074,Waqwa,B-LOC
831,Simón,B-PER
187,suyu,I-ORG
3108,distritu,I-LOC
856,1998,I-ORG
1029,Kupa,I-ORG
720,Agostini,I-ORG
3876,Kanta,B-LOC
5049,Álvaro,I-PER
1931,willakuy,I-PER
2766,Wayan,B-LOC
1643,atratus,O
5226,Peter,B-PER
2300,XV,I-PER
874,Kamana,B-LOC
2200,Walla,I-LOC
5241,Ramón,B-PER
3945,Iris,I-LOC
523,suyu,I-LOC
1588,Waruchiri,B-LOC
51,),O
5250,Emmanuel,I-PER
352,===,O
1944,Machu,B-LOC
1915,Hayt'ay,I-ORG
1958,(,O
2473,Pumapukyu,B-LOC
1648,Luis,B-PER
364,Hayt'ay,I-ORG
1967,Hayt'ay,I-ORG
4714,Palacio,I-PER
1886,'Baccharis,O
1325,.,O
1075,munisipyu,I-LOC
2939,distritu,I-LOC
3244,de,I-LOC
3930,Antiukiya,B-LOC
3651,killapi,I-LOC
1000,Tschudi,I-PER
4712,Vallejo,I-PER
2894,distritu,I-LOC
216,',O
2790,Cristóbal,I-LOC
4967,Garcilaso,B-PER
2294,.,O
106,ruphay,I-ORG
4992,Martínez,I-PER
1557,",",O
1381,luwichu,I-LOC
548,pruwinsya,I-LOC
1850,PUSAPUNA,O
961,Mama,I-ORG
1467,Rikch'arimuy,I-ORG
2173,Hamp'atu,B-LOC
5422,qucha,I-LOC
2804,Wayllan,B-LOC
2344,.,O
1234,(,O
222,Constantinescu,I-PER
1817,llaqtanqa,I-LOC
1855,Kupa,I-ORG
938,Inka,I-PER
470,Bach,I-PER
4084,Kapilla,B-LOC
725,Pizarro,I-PER
1686,Buliwya,I-LOC
4982,Infante,I-PER
1948,.,O
4933,Helena,I-PER
1087,Ayllukuna,I-ORG
5082,Juan,B-PER
4005,Tupi,B-LOC
3086,distritu,I-LOC
300,sach'a,I-ORG
622,Yawar,B-ORG
5370,Galeras,I-LOC
2651,distritu,I-LOC
2423,Piluta,B-ORG
2167,.,O
1041,Qulcha,B-LOC
1710,Rimana,I-ORG
2677,Rintima,B-LOC
1234,',O
949,),I-LOC
3203,Qunchan,B-LOC
4877,Novak,B-PER
1341,福建,O
2752,distritu,I-LOC
2685,Warmiy,B-LOC
65,Rosa,I-PER
1500,risirwa,I-ORG
928,Prado,I-PER
1283,',O
2559,Negra,I-LOC
685,113,O
3190,distritu,I-LOC
2095,1994,I-ORG
4941,de,I-PER
982,Roberto,B-PER
958,Napu,I-ORG
5067,Zorrilla,I-PER
5332,Picasso,I-PER
2668,mayu,I-LOC
3628,Shawsha,B-LOC
2449,cearensis,O
1556,Wallqa,B-LOC
1402,llaqtanqa,I-LOC
4276,Hatunqulla,B-LOC
2475,Kunturmarkaman,B-LOC
122,San,B-LOC
2491,Kinua,B-LOC
4715,Ernestina,I-PER
2534,distritu,I-LOC
169,),O
88,.,O
2155,pruwinsya,I-LOC
4049,Hanan,B-LOC
1583,.,O
500,Bobby,B-PER
2707,Kanis,B-LOC
2344,',O
1344,',O
3464,Santo,B-LOC
2311,walla,I-ORG
1100,Laja,B-ORG
4824,Isabel,B-PER
1419,llaqta,I-ORG
4871,y,I-PER
612,Abiseo,B-ORG
4530,Cipriano,B-PER
1278,-,O
1885,conciertos,O
2586,Imasa,B-LOC
349,Mauro,B-PER
953,),I-ORG
152,Thant,I-PER
1478,.,O
3847,Monsefú,B-LOC
3191,Chikirip,B-LOC
3677,Sañu,B-LOC
4321,Tukachi,B-LOC
3994,Madiyan,B-LOC
5407,walla,I-LOC
1576,Omiros,B-PER
1126,'Tringa,O
2374,',O
4574,Hatun,B-ORG
352,yachaq,I-ORG
3228,distritu,I-LOC
3148,Kunsipsyun,B-LOC
1060,suyu,I-ORG
3556,distritu,I-LOC
1739,suyu,I-ORG
845,Buliwyap,B-LOC
1186,Torres,B-ORG
134,',O
4063,Sumaq,B-LOC
4506,Gabina,B-PER
2244,Kantarawi,B-LOC
504,Yawar,B-ORG
4678,Cesar,B-PER
5144,Baptista,I-PER
620,.,O
1869,suyu,I-LOC
2911,distritu,I-LOC
2506,Muyupampa,B-LOC
2871,José,B-LOC
283,.,O
5162,de,I-PER
4580,Molina,I-ORG
917,Educação,I-ORG
2543,Jesús,B-LOC
2003,.,O
1984,Partidu,I-ORG
1680,yachaqayninta,O
3841,Phirriñaphi,B-LOC
5263,Rosario,B-PER
2248,mamallaqta,I-ORG
1972,Andreas,B-PER
1970,Kunti,I-LOC
690,",",O
1083,),I-ORG
590,distritu,I-LOC
1103,.,O
2125,Piluta,B-ORG
438,(,O
128,Yuyayyaku,B-ORG
3799,Buldibuyo,B-LOC
3235,Pukara,B-LOC
278,Milan,I-ORG
113,Marbán,B-LOC
1673,',O
375,y,I-PER
914,llaqtapiqa,O
1664,",",O
2080,Payqa,O
1344,John,B-PER
232,risirwa,I-ORG
2808,distritu,I-LOC
1403,distritu,I-LOC
2278,.,O
1106,',O
1024,Titiqaqa,B-LOC
3265,Tunqur,B-LOC
676,umalliqnin,I-ORG
5181,Armstrong,I-PER
2559,Punta,B-LOC
2073,1994,I-ORG
4662,Martínezpa,I-PER
2931,pruwinsya,I-LOC
1518,suyu,I-LOC
209,distritu,I-LOC
1395,',O
2295,Piluta,B-ORG
2431,Pithagoras,B-PER
1063,.,O
3180,Pallan,B-LOC
230,Walla,I-LOC
4527,Qispi,B-PER
2280,mamallaqta,I-ORG
2448,Qullqi,I-ORG
4659,Saavedra,I-PER
3755,Pakasmayu,B-LOC
1578,Pachantin,I-ORG
3640,Kimsan,I-LOC
1415,Pachantin,I-ORG
3694,Kanchayllu,B-LOC
1645,(,O
4158,Chulukanas,B-LOC
3309,Salvador,I-LOC
1892,Buero,I-PER
2496,Kulumbya,B-LOC
3006,Qhawanakunti,B-LOC
1863,Chilipi,B-ORG
2744,distritu,I-LOC
566,),O
295,José,B-PER
1643,(,O
3313,distritu,I-LOC
348,sallqa,I-ORG
1906,suwa,I-LOC
3593,Los,B-LOC
74,',O
1709,Piluta,B-ORG
1394,(,O
4202,pruwinsya,I-LOC
3914,Flores,I-LOC
52,.,O
1357,",",O
2368,(,O
572,',O
1944,Such'i,I-LOC
22,Punu,I-LOC
1971,.,O
1469,.,O
3621,Amaru,I-LOC
3126,distritu,I-LOC
398,'Taraxacum,O
601,Hayt'ay,I-ORG
1161,'Inga,O
3582,Alto,B-LOC
914,paqarirqan,O
5332,Paloma,B-PER
5356,mamallaqta,I-LOC
2306,Müller,I-PER
1040,gryphus,O
2085,.,O
505,1921-1925,O
1025,.,O
1616,Ñit'isqa,B-ORG
184,Kupa,I-ORG
4728,García,I-PER
3426,Chinchiwasi,B-LOC
4001,de,I-LOC
1715,.,O
372,amachasqa,I-ORG
4316,pruwinsya,I-LOC
4715,la,I-PER
4637,Pelé,B-PER
945,',O
351,Hatun,B-LOC
2997,Chiway,B-LOC
269,',O
1570,de,I-LOC
2525,Wallu,I-LOC
892,.,O
854,kaynin,I-ORG
1368,Svante,B-PER
413,Carlos,B-LOC
1303,PUSAPUNA,O
1857,Wila,B-LOC
1625,-,I-ORG
1357,Antikuna,B-LOC
5036,Johan,B-PER
185,Asu,B-LOC
2895,distritu,I-LOC
1221,Wilhelm,B-PER
842,4,O
2426,.,O
5235,Abraham,B-PER
2155,suyu,I-LOC
1304,Alcides,I-LOC
2008,.,O
4677,Abimael,B-PER
104,Hayt'ay,I-ORG
2614,Isidro,I-LOC
823,Belaúnde,I-PER
1349,Hayt'ay,I-ORG
1854,),O
1131,Silveira,I-PER
4811,Valverde,I-PER
2699,distritu,I-LOC
2350,urqu,I-LOC
1404,Huñun,I-LOC
338,XII,I-PER
245,(,O
562,Pachuca,B-LOC
33,.,O
3468,Waytara,B-LOC
2265,Piluta,B-ORG
2148,Di,I-PER
805,),O
1841,Liszt,I-PER
3947,Mateo,I-LOC
900,.,O
2255,munisipyu,I-LOC
197,PUSAPUNA,O
727,uya,I-LOC
23,Llaqtap,I-ORG
4646,Solier,I-PER
1859,3.4,O
5354,Yana,B-LOC
3177,distritu,I-LOC
5308,Judith,I-PER
2185,risirwa,I-ORG
1671,mama,I-ORG
4531,Flora,B-PER
766,llaqta,I-ORG
1375,kawsaykuska,I-ORG
3430,Lukruqa,B-LOC
2516,Apulupampa,B-LOC
4875,Dilma,B-PER
1203,T'uru,B-ORG
1268,',O
4762,Carlos,B-PER
5063,Manzanilla,I-PER
5005,Merino,I-PER
2290,Yuraq,B-LOC
4963,Márquez,I-PER
754,parki,I-ORG
1571,Alvarado,I-PER
3662,de,I-LOC
3137,Apunqu,B-LOC
3911,San,B-LOC
3098,distritu,I-LOC
294,Humanist,O
1734,PUSAPUNA,O
860,Pachantin,I-ORG
200,Ronaldo,B-PER
1403,Qusqu,B-LOC
2589,Churuja,B-LOC
4816,Víctor,B-PER
528,Markus,I-ORG
2418,pacha,I-ORG
439,Chilipi,B-ORG
4791,Oscar,B-PER
254,',O
122,Pedro,I-LOC
1165,5,O
5185,Nicario,B-PER
5080,I,I-PER
682,Kupa,I-ORG
5298,Tiziano,B-PER
2631,Mariya,B-LOC
2080,parkipi,I-ORG
4745,Beatriz,B-PER
2146,',O
1741,(,O
1523,.,O
1433,qhapaq,I-ORG
2166,Podocarpus,B-ORG
3824,Cachicadán,B-LOC
1567,suyu,I-LOC
589,llaqta,I-ORG
3009,Tisku,B-LOC
1885,Antonio,B-PER
1592,Kupa,I-ORG
4444,Sipawa,B-LOC
3596,Parcona,B-LOC
1496,ñawpa,I-ORG
5145,Mariano,B-PER
2650,Milpuc,B-LOC
4079,General,B-LOC
1401,',O
2910,distritu,I-LOC
863,Marie,B-PER
4781,Magoon,I-PER
87,suyu,I-LOC
879,22,O
1028,pi,O
4002,Tanta,B-LOC
2871,María,I-LOC
3167,distritu,I-LOC
2874,distritu,I-LOC
1981,Qun,B-PER
4712,Alberdi,I-PER
2553,distritu,I-LOC
2361,-,O
1155,quya,I-PER
2025,urqukunamanta,O
272,Beni,B-LOC
2457,Wantaqa,B-LOC
4339,Caynarachi,B-LOC
520,Amaru,I-PER
3229,distritu,I-LOC
2061,Chiloé,B-ORG
863,Jacobus,B-PER
2936,distritu,I-LOC
2364,Lan,B-LOC
3200,distritu,I-LOC
775,.,O
5200,Oscar,B-PER
2252,Juan,B-PER
980,Elguera,I-PER
150,Chilipi,B-ORG
3630,Wankayu,B-LOC
803,Podocarpus,B-ORG
3503,San,B-LOC
5146,Rivera,I-PER
1933,Buren,I-PER
5395,Paqaypampa,B-LOC
234,parki,I-ORG
3178,José,B-LOC
4491,Luismi,B-PER
2737,distritu,I-LOC
1570,PUSAPUNA,O
4336,Saposoa,I-LOC
4838,Alegría,I-PER
367,',O
465,.,O
2061,llaqta,I-ORG
4586,Altiplanu,I-ORG
2908,Mara,B-LOC
1715,Rivera,I-PER
1993,(,O
2441,),O
680,lagartu,I-LOC
801,Qulan,B-ORG
1623,Pachantin,I-ORG
2365,1998,I-ORG
1398,Méndez,I-LOC
801,risirwa,I-ORG
5312,Jara,I-PER
247,Antonio,B-PER
1598,munisipyu,I-LOC
3594,Ocucaje,B-LOC
1183,Kurt,B-PER
1629,Reuel,I-PER
3599,distritu,I-LOC
972,Kunti,I-LOC
1333,Kupa,I-ORG
1177,',O
2412,1974,I-ORG
3604,Rosario,I-LOC
5248,Pittman,I-PER
1617,Kupa,I-ORG
1326,',O
3635,Luis,I-LOC
4281,Qapachiqa,B-LOC
467,-,O
4460,distritu,I-LOC
1913,Piluta,B-ORG
5212,Beneckendorff,I-PER
987,",",O
640,llaqta,I-LOC
3362,Qulcha,B-LOC
4438,Sarumilla,B-LOC
1930,mama,I-ORG
1962,wat'a,I-LOC
5106,Diogo,I-PER
382,Fernández,I-ORG
2984,distritu,I-LOC
1552,.,O
656,',O
1062,Jututu,B-LOC
352,Rimay,B-ORG
214,Pachantin,I-ORG
312,',O
636,Mana,B-ORG
1672,Asunsyun,B-LOC
1795,Tupaq,B-PER
3212,Yunan,B-LOC
1564,willkachasqa,I-ORG
802,',O
2094,o,O
2461,Kucharkaspiga,B-LOC
378,W,O
187,risirwa,I-ORG
2046,mama,I-LOC
3758,pruwinsya,I-LOC
1700,Franz,B-LOC
1410,Kroos,I-PER
2415,.,O
1706,Law,I-PER
4571,Amachaqe,I-ORG
1668,.,O
5113,Vallejos,I-PER
4595,Román,I-PER
201,ZIP,O
252,.,O
82,Tantanakuynin,I-ORG
1031,PUSAPUNA,O
365,Nieto,I-PER
2123,colocolo,O
5378,Mishana,I-LOC
588,),O
2244,distritu,I-LOC
1812,parki,I-ORG
863,Arrhenius,I-PER
428,Qipa,B-ORG
4852,Campos,I-PER
455,parki,I-ORG
139,Pilichuku,B-LOC
1015,/,O
3096,Lukana,B-LOC
2953,Suqawaya,B-LOC
397,llaqtam,O
1759,'Patagona,O
1933,Van,I-PER
3530,Amarilis,B-LOC
809,Kachachi,B-LOC
750,Hayt'ay,I-ORG
1352,pruwinsya,I-LOC
1841,Franz,B-PER
926,Binidiktu,B-PER
2144,Sporting,B-ORG
201,llapa,O
4804,Manuel,I-PER
1649,',O
795,PUSAPUNA,O
2108,wari,I-ORG
3251,Pawqamarka,B-LOC
269,.,O
4865,Maradona,I-PER
1719,Acacia,O
2328,Van,I-PER
2637,Yeso,I-LOC
1963,'Geranoaetus,O
375,Umalliqmi,O
1024,Wallamanta,I-LOC
3900,Urqu,I-LOC
3237,San,B-LOC
112,Kutupaksi,B-ORG
1494,Piluta,B-ORG
4445,Tawaniya,B-LOC
1101,),O
652,',O
580,Wankana,B-LOC
2029,Pachantin,I-ORG
473,del,I-LOC
291,suyu,I-LOC
579,Walla,I-LOC
1717,.,O
378,Ika,B-LOC
1455,Pachantin,I-ORG
1945,',O
1101,chayamuspa,O
296,Amirika,I-LOC
1659,Djalma,B-PER
3254,Shiraq,B-LOC
820,Manuripi-Heath,B-ORG
4917,Josef,I-PER
932,1994,I-ORG
4766,Carmen,I-PER
914,Muhamadsi,B-PER
3382,Machu,B-LOC
1146,de,I-PER
2426,Butros,B-PER
1579,2006,I-ORG
5370,Bárbara,I-LOC
4196,Los,B-LOC
2738,distritu,I-LOC
3333,distritu,I-LOC
387,suyu,I-LOC
1822,Piluta,B-ORG
2157,",",O
3015,Mayu,I-LOC
893,),O
1753,',O
159,",",O
2720,distritu,I-LOC
3999,Kinuqay,B-LOC
4919,Esmeralda,B-PER
588,',O
791,César,I-PER
1348,2014,I-ORG
3029,Qichuwalla,B-LOC
763,2002,I-ORG
4325,Biavo,I-LOC
1355,nudicaudatus,O
4601,Daniel,B-PER
4774,Menotti,I-PER
3253,distritu,I-LOC
954,.,O
429,",",O
1495,.,O
21,",",O
324,pruwinsya,I-LOC
411,**,O
4869,Juan,B-PER
1374,Amadeus,I-PER
1755,',O
4669,Juan,B-PER
2254,Hayt'ay,I-ORG
211,.,O
1593,Paqaqi,I-ORG
2344,José,B-PER
4416,Héroes,B-LOC
5154,Martha,B-PER
4162,de,I-LOC
4909,Enrico,B-PER
1065,Galdós,I-PER
893,m,O
4799,Narcisa,I-PER
1100,mama,I-ORG
1824,Walker,I-PER
4997,Herbert,B-PER
3058,distritu,I-LOC
412,illapayayarqanku,O
1411,mama,I-ORG
2111,distritu,I-LOC
3021,Kukachakra,B-LOC
5108,Alejandro,I-PER
1789,Orsi,I-PER
657,marka,I-LOC
2118,',O
540,Guerra,I-PER
4901,Salazar,I-PER
4058,Yakirana,B-LOC
1420,',O
4271,Tilali,B-LOC
2220,'Anas,O
1079,.,O
743,Tukuy,B-ORG
3619,San,B-LOC
5393,Puy,I-LOC
2174,pusapuna,O
1844,-,O
409,amachasqa,I-ORG
4665,Navarro,I-PER
4851,Daniel,B-PER
3181,Iglesias,I-LOC
3080,distritu,I-LOC
5259,Julieta,I-PER
1048,(,O
2028,Kupa,I-ORG
3144,distritu,I-LOC
2064,Yana,B-LOC
822,parki,I-ORG
884,sparverius,O
1505,pruwinsya,I-LOC
2198,.,O
323,.,O
1129,Kupa,I-ORG
455,Noel,B-ORG
1312,Botánico,O
4285,Willk'i,B-LOC
3275,Sawsipampa,B-LOC
4248,Jinchupalla,B-LOC
2043,Ruas,I-PER
758,Antikuna,B-LOC
452,PUSAPUNA,O
5390,risirwa,I-LOC
4331,Saposoa,I-LOC
3044,Wamanqa,B-LOC
3007,Siwayu,B-LOC
1627,de,I-ORG
2076,.,O
794,Kururanapaq,I-ORG
1757,Tukuy,B-ORG
2971,distritu,I-LOC
673,Kupa,I-ORG
5180,Nataniel,B-PER
876,.,O
2563,distritu,I-LOC
1858,.,O
4985,Guillermo,B-PER
929,.,O
3927,Waral,B-LOC
5297,Tsuchiya,I-PER
5304,José,B-PER
3750,Asqupi,B-LOC
3341,Pallpata,B-LOC
1926,Santo,B-PER
1880,distritu,I-LOC
1282,/,O
5070,Antonio,I-PER
5023,Augustine,I-PER
1343,5,O
2674,Wañusqakunap,B-LOC
2868,Wankarama,B-LOC
565,.,O
166,Francisco,B-PER
1861,Beni,B-ORG
2322,Pachantin,I-ORG
4672,Anastasio,B-PER
90,-,O
3821,Santa,B-LOC
5324,Marta,B-PER
5364,Tabaconas,B-LOC
2098,Hayt'ay,I-ORG
1491,Yachay,I-ORG
3752,Chipin,B-LOC
552,Wanuku,B-LOC
2168,GP,B-LOC
1267,.,O
943,suyu,I-ORG
4958,James,I-PER
3467,Wayakuntu,B-LOC
564,pruwinsya,I-LOC
849,Abad,I-ORG
1775,",",O
3551,Awqayaku,B-LOC
3718,Wankani,B-LOC
1261,Hayt'ay,I-ORG
829,Karchi,B-LOC
3879,Uyun,B-LOC
4713,Augusto,I-PER
3088,Anchiway,B-LOC
393,(,O
2337,Las,I-PER
4866,Forlán,I-PER
1342,Wankawillka,I-LOC
2250,Mama,I-ORG
170,Tlaxcala,B-ORG
4955,Elías,I-PER
4366,distritu,I-LOC
2272,pecari,O
3094,Prado,I-LOC
3017,Qayarani,B-LOC
408,(,O
4153,Faique,I-LOC
1461,Derecho,O
483,Piruwanu,B-ORG
2023,(,O
1853,amachasqa,I-ORG
4741,Esteban,I-PER
2871,distritu,I-LOC
3540,Yarumayu,B-LOC
548,",",O
304,suyu,I-ORG
627,llaqtapi,O
3948,Eulalia,I-LOC
2241,Palmas,I-LOC
2402,',O
2276,Liu,B-PER
3806,Tawriha,B-LOC
3754,Hulkan,B-LOC
239,5.5,O
3348,distritu,I-LOC
992,Mogrovejo,I-PER
5347,Purus,I-LOC
2278,Blanc,I-PER
4157,Chalaco,B-LOC
330,7,O
1430,Pachantin,I-ORG
4307,Qupani,B-LOC
48,George,B-PER
341,',O
569,.,O
1273,Piluta,B-ORG
3619,Andrés,I-LOC
5080,Pawlu,I-PER
763,Piluta,B-ORG
328,'Calceolaria,O
3798,San,B-LOC
2107,-,O
295,.,O
1764,Piluta,B-ORG
4001,Pilas,I-LOC
45,pusapuna,O
831,Bolívarmantam,I-PER
3211,distritu,I-LOC
2235,Hayt'ay,I-ORG
509,.,O
4840,Claude,B-PER
413,Arosemena,I-LOC
20,Rómulo,B-PER
2189,.,O
1466,redirección,O
1829,(,O
2135,PUSAPUNA,O
1072,',O
1563,Piruw,B-LOC
4428,distritu,I-LOC
303,Awya,I-LOC
665,distritu,I-LOC
946,Kimsantin,B-LOC
2627,Lamud,B-LOC
2410,',O
4622,Doroteo,B-PER
4153,El,I-LOC
3018,distritu,I-LOC
2623,Kukapampa,B-LOC
2799,distritu,I-LOC
1303,uma,I-LOC
1555,kawsay,I-ORG
2434,Allen,I-PER
1272,suyu,I-LOC
1914,',O
1491,Montes,I-ORG
4414,Sama,B-LOC
2362,Kupa,I-ORG
1404,Suwit,I-LOC
4870,la,I-PER
4691,Adolfo,B-PER
150,suyukuna,I-ORG
300,llaqta,I-ORG
843,1974,I-ORG
2618,distritu,I-LOC
179,wari,I-ORG
1603,Kupa,I-ORG
1879,Canseco,I-PER
193,Pachantin,I-ORG
2162,P'utuqsi,B-LOC
2842,pruwinsya,I-LOC
1638,suyu,I-LOC
908,(,O
855,',O
1248,.,O
4583,Mama,B-ORG
1798,Qhapaq,I-PER
2843,Aymara,B-LOC
1078,parki,I-ORG
4581,Ruiz,I-ORG
15,willkachasqa,I-ORG
5167,de,I-PER
833,Wamachuku,B-LOC
3567,Tournavista,B-LOC
5374,Kachiqucha,B-LOC
5305,Tupaq,B-PER
4108,distritu,I-LOC
2664,Imasa,B-LOC
1591,macularius,O
1974,Yachay,I-ORG
3817,Sarin,B-LOC
2327,von,I-PER
3136,distritu,I-LOC
2793,Bolognesi,B-LOC
3950,distritu,I-LOC
3684,Waqrapukyu,B-LOC
1289,),I-LOC
5138,Josefa,B-PER
892,Humala,I-PER
169,Piruw,B-ORG
1201,churu,I-LOC
5058,Pavón,I-PER
2366,Wiraqucha,I-PER
1028,Kamasqa,O
3042,pruwinsya,I-LOC
4043,Putumayu,B-LOC
1342,(,I-LOC
1043,',O
4832,Douat,I-PER
46,.,O
682,Hayt'ay,I-ORG
2364,'Croton,O
1514,Punu,B-LOC
963,Alonso,I-PER
2305,",",O
84,',O
1831,',O
1319,Kupa,I-ORG
307,pusapuna,O
5298,Ferro,I-PER
2408,Kupa,I-ORG
1643,',O
289,.,O
912,),O
1333,Pachantin,I-ORG
2450,Piluta,B-ORG
5350,mamallaqta,I-LOC
1087,Piruw,I-ORG
2797,distritu,I-LOC
4224,distritu,I-LOC
2215,chilenas,O
1052,.,O
537,Hayt'ay,I-ORG
3951,de,I-LOC
5174,de,I-PER
205,Fray,B-ORG
629,',O
227,**,O
868,Such'i,B-LOC
783,1843-1907,O
2661,walla,I-LOC
4205,pruwinsya,I-LOC
1206,Guillermo,I-PER
1045,Mana,B-ORG
5323,Sepúlveda,I-PER
5020,Guardia,I-PER
2502,llaqta,I-LOC
189,),O
2510,suyu,I-LOC
4722,Merkel,I-PER
3504,Kichwa,I-LOC
3366,distritu,I-LOC
2751,Puntu,B-LOC
2168,),O
1751,),I-ORG
1821,qhapaq,I-ORG
2391,1909-1913,O
352,===,O
1822,1998,I-ORG
418,Piluta,B-ORG
1189,',O
5171,Brownmi,I-PER
4822,Rodolfo,B-PER
2107,Baresi,I-PER
4594,Günter,I-PER
2323,PUSAPUNA,O
2376,Pukañawi,B-PER
2686,Pisqupanpa,B-LOC
3635,San,B-LOC
4670,Elaine,B-PER
1893,Tarki,B-ORG
475,),O
809,Kashamarka,B-LOC
1556,m,O
1172,Piluta,B-ORG
313,),I-ORG
5349,Tinku,B-LOC
898,Castilla,I-PER
1952,chayqa,O
794,pusapuna,O
497,),O
4768,Mesa,I-PER
2051,Kuntur,B-LOC
699,Cipriano,B-PER
48,Harrison,I-PER
1115,paykunata,O
2964,Cáceres,I-LOC
21,distritu,I-LOC
2116,Uru,I-LOC
2659,wari,I-LOC
518,tarirqaptinku,O
837,.,O
1478,la,I-PER
2180,Yachay,I-ORG
824,',O
4960,Ortiz,I-PER
258,luwichu,I-LOC
318,2014,I-ORG
4314,pruwinsya,I-LOC
127,.,O
3877,Kañiti,B-LOC
3402,Chinchu,B-LOC
2162,",",O
127,',O
1729,llaqta,I-ORG
1277,Ñit'isqa,B-ORG
457,kaynin,I-ORG
3201,Piyun,B-LOC
462,suyu,I-ORG
5082,Rafael,I-PER
2052,parki,I-ORG
3508,Pachas,B-LOC
3725,Masamari,B-LOC
549,Anqash,B-LOC
5349,wari,I-LOC
3071,distritu,I-LOC
1413,',O
581,ukumari,I-LOC
2537,distritu,I-LOC
67,urqu,I-LOC
2764,distritu,I-LOC
5045,Jorge,B-PER
5337,Fray,B-PER
1522,Kupa,I-ORG
1287,),O
1282,'Azorella,O
4350,Huwanhuy,B-LOC
3559,Waqrachuku,B-LOC
5301,Collantes,I-PER
1118,Pachantin,I-ORG
1757,runakunap,I-ORG
2881,distritu,I-LOC
465,.,O
518,.,O
1783,distrituqa,O
977,(,O
4907,Dapidran,I-PER
2001,Kutupaksi,B-ORG
2078,Pachantin,I-ORG
745,.,O
2814,distritu,I-LOC
5007,Immanuel,B-PER
3297,Chinchaypukyu,B-LOC
876,marka,I-LOC
1871,nisqap,O
1279,',O
4642,Ateneaka,B-PER
18,kiti,I-LOC
314,Avilés,I-LOC
2291,(,O
1134,churintaq,O
1316,",",O
1003,Dichondra,O
4871,Rodríguez,I-PER
4575,Auqanakuq,B-ORG
4550,mamay,B-PER
5133,Crassus,I-PER
5348,kancha,I-LOC
2340,Sallqapi,I-ORG
5229,Rufino,I-PER
545,',O
4592,Julio,B-PER
1180,Sarrià,B-LOC
1373,-,O
1881,la,I-PER
1740,distritu,I-LOC
1042,1997-2001,O
20,.,O
1575,Hayt'ay,I-ORG
1111,parki,I-ORG
1756,Pachantin,I-ORG
2163,de,I-PER
1153,de,I-PER
4855,Passarella,I-PER
720,mama,I-ORG
215,San,B-LOC
2384,Manuel,B-PER
4915,Éric,B-PER
2447,.,O
2346,Agüero,I-PER
1942,(,O
3914,de,I-LOC
3972,Andajes,B-LOC
1282,'Azorella,O
4293,Qaraqutu,B-LOC
5269,Samuel,B-PER
1040,(,O
1887,Antonio,I-ORG
1807,Dasypus,O
2035,Milan,I-ORG
1619,Manu,B-ORG
3063,distritu,I-LOC
4102,pruwinsya,I-LOC
4574,Qolqe,I-ORG
1496,suyu,I-ORG
1023,Piluta,B-ORG
5446,Colombiamantami,B-LOC
2268,Wallqa,B-LOC
1948,',O
1893,Asway,I-ORG
4196,distritu,I-LOC
3205,Tocmoche,B-LOC
5154,Cossío,I-PER
702,Chawin,I-LOC
2307,Murillo,I-LOC
4719,García,I-PER
1210,Turner,I-PER
5366,ñawpa,I-LOC
2708,distritu,I-LOC
1184,pruwinsya,I-LOC
662,runakunap,I-ORG
5010,de,I-PER
1521,Qun,B-PER
454,Sol,O
1763,",",O
2658,phaqchakuna ,I-LOC
636,====,O
1429,',O
4740,Bartolina,B-PER
4946,Landa,I-PER
3119,distritu,I-LOC
4322,Wallaqa,B-LOC
2188,.,O
5150,Luise,I-PER
4771,Evanán,I-PER
1658,Lavoisier,I-PER
3829,Esperanza,I-LOC
1101,Pizarro,B-PER
178,Pardo,I-PER
1317,**,O
3571,Chawinillu,B-LOC
324,",",O
